index_hex,snes_addr,bank,label,category,text_preview
332,B9DBAE,B9,Text_332_Dialog_LiveLikeBye,Dialog,I live like this. Bye.
333,B9DBDC,B9,Text_333_Romance_SeeKindWantMoneyBut,Romance,I see...you are kind. I don't want money. But Everybody lives differently. Please understand it. Bye.
334,B9DCCC,B9,Text_334_Dialog_HandRabbitLiveLikeBye,Dialog,No:I can't hand this rabbit to you. I live like this. Bye.
335,B9DD46,B9,Text_335_Mountain_SpiritWaterImpGaveMy,Sign,I'm the spirit here:Water imp. You gave my fish back. You are a good man. I give you this. You become fine.
336,B9DE38,B9,Text_336_Dialog_AhFirstHumanLongHad,Dialog,Ah:the first human in... well:how long had it been since the last human being came here? ...Hey you:are you working hard? Yes No<CHOICE_OR_WAIT>c
337,B9DF78,B9,Text_337_Diary_NowTakeSellExpensivePrice,Diary,Now:take this with you. You can sell it at an expensive price. Work hard from now on.
338,B9E038,B9,Text_338_Dialog_GoHomeAsSoonAs,Dialog,Go home as soon as possible.
339,B9E072,B9,Text_339_Romance_ThankLettingBloomOneHas,Romance,Thank you for letting it bloom. No one has ever planted it before. I'm so happy.... I want to give something good to you.
33A,B9E178,B9,Text_33A_Church_BothFlowerAndiDisappearSoon,Church,.........Both the flower andI will disappear soon but...I will always pray for you to be happy.
33B,B9E238,B9,Text_33B_Shop_MiraclePotionGoodLuckMedicine,Sign,That's the miracle potion. Good luck. The medicine to get him in good shape is included and it's <$00B6><CTRL_B2><CTRL_B2><CTRL_B2>G in total: a little expensive: huh? Buy Don't buy Money <CTRL_FFFC>hG<CTRL_B2>G<CHOICE_O
33C,B9E408,B9,Text_33C_Manual_TomatoSeedEconomicalBecauseEven,Manual,It's a tomato seed. It's economical because even after the harvest: you can have tomatoes if youkeep watering. It's <CTRL_B5><CTRL_B2><CTRL_B2>G. Buy Don't buy Money <CTRL_FFFC>hH<CTRL_B2>G<CHOICE_OR_WAIT>c
33D,B9E598,B9,Text_33D_Animal_PotatoSeedHarvestLeavesBecome,Animal,That's a potato seed. You can harvest it when the leaves become big. It's <CTRL_B4><CTRL_B2><CTRL_B2>G. Buy Don't buy Money <CTRL_FFFC>hI<CTRL_B2>G<CHOICE_OR_WAIT>c
33E,B9E6D2,B9,Text_33E_Shipping_TurnipSeedTakeLongHarvest,Shipping,That's a turnip seed. It doesn't take you long to harvest so it's very convenient. The price is <CTRL_B4><CTRL_B2><CTRL_B2>G: convenient too: huh? Buy Don't buy Money <CTRL_FFFC>hJ<CTRL_B2>G<CHOICE_OR_WAIT>c
33F,B9E868,B9,Text_33F_Manual_CornSeedTakestheLongestTime,Manual,That's a corn seed. It takesthe longest time to harvest but sells at a higher. Also you can have some corn if you keep watering them after the harvest. It's <CTRL_B5><CTRL_B2><CTRL_B2>G. Buy Don't buy Money <CTRL_FFFC>hK
340,B9EA40,B9,Text_340_Shipping_FlowerBloomsOneDayBut,Shipping,"That's a flower. It just blooms one day but it's goodfor a present. OK: it's <CTRL_B5><CTRL_B2><CTRL_B2>G: the discounted price, Buy Don't buy Money <CTRL_FFFC>hL<CTRL_B2>G<CHOICE_OR_WAIT>c"
341,B9EBAA,B9,Text_341_Sign_FeedCowsFeedingsPerBag,Sign,That's feed for cows. <CTRL_B3><CTRL_B4> feedings per bag but you better feed them fodder as much as possible. It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2>G. Buy Don't buy Money <CTRL_FFFC>hM<CTRL_B2>G<CHOICE_OR_WAIT>c
342,B9ED36,B9,Text_342_Sign_FeedChickensFeedingsPerBag,Sign,It's feed for chickens. <CTRL_B3><CTRL_B4> feedings per bag. Use it when you don't have enough fodder but generally you'd better feed them fodder. It costs <CTRL_B5><CTRL_B2><CTRL_B2>G. Buy Don't buy Money <CTRL_FFFC>hN<
343,B9EEF8,B9,Text_343_Manual_SprinklerWaterVeryQuicklyCheap,Manual,"It's a sprinkler. You can water with it very quickly, It's really cheap. If you trade your watering can in: we can sell it for <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2>G. Buy Don't buy Money <CTRL_FFFC>hO<CTRL_B2>G<CHOICE_OR_"
344,B9F09A,B9,Text_344_Manual_SuperSickleInventedIfTrade,Manual,That's a super sickle. I invented it. If you trade your sickle in: we can sell it for <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2>G. Buy Don't buy Money <CTRL_FFFC>hP<CTRL_B2>G<CHOICE_OR_WAIT>c
345,B9F1EC,B9,Text_345_Manual_SuperHoeVeryPowerfulIf,Manual,That's a super hoe. It's very powerful. If you trade your hoe in: we can sell it for <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2>G. Buy Don't buy Money <CTRL_FFFC>hQ<CTRL_B2>G<CHOICE_OR_WAIT>c
346,B9F338,B9,Text_346_Manual_SuperHammerKnockBigRock,Manual,That's a super hammer. It can knock a big rock down. Don't you want it? If you trade your hammer in:we can sell it for <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2>G. Buy Don't buy Money <CTRL_FFFC>hR<CTRL_B2>G<CHOICE_OR_WAIT>c
347,B9F4C8,B9,Text_347_Manual_SuperAxeChopLogOne,Manual,"That's a super axe. You can chop a log with one blow, If you trade your axe in: we can sell it for <CTRL_B4><CTRL_B2><CTRL_B2>G. Buy Don't buy Money <CTRL_FFFC>hS<CTRL_B2>G<CHOICE_OR_WAIT>c"
348,B9F62C,B9,Text_348_Shop_CakeGoodPresentRecoveryStamina,Sign,That's a cake:good for a present and recovery of stamina. It's only<$00B7><CTRL_B2><CTRL_B2>G. Buy Don't buy Money <CTRL_FFFC>hT<CTRL_B2>G<CHOICE_OR_WAIT>c
349,B9F75A,B9,Text_349_Dialog_ThankPerishableSoeatWhileStill,Dialog,Thank you.It's perishable soeat while it's still fresh.
34A,B9F7CA,B9,Text_34A_Dialog_KnowGood,Dialog,"You don't know how good it is,"
34B,B9F822,B9,Text_34B_Animal_PlaceHatchEggsPlaceEggs,Animal,"""Place to Hatch Eggs"" Please place eggs here."
34C,B9F88A,B9,Text_34C_Animal_ShippingBoxEggs,Animal,"""Shipping Box for Eggs"""
34D,B9F8BA,B9,Text_34D_Animal_ShippingBoxMilk,Animal,"""Shipping Box for Milk"""
34E,B9F8EA,B9,Text_34E_Animal_GetCowsGiveBirth,Animal,Get the cows in here when they give a birth.
34F,B9F952,B9,Text_34F_Sign_TakeOutSpoutFodderCut,Sign,"""Take out spout of fodder"" Cut grass comes out of here."
350,B9F9C4,B9,Text_350_Animal_MilkBuyingGdoAgreeMoney,Animal,Milk? I'm buying it for <CTRL_B4><CTRL_B2><CTRL_B2>GDo you agree? Yes No Money <CTRL_FFFC>hU<CTRL_B2>G<CHOICE_OR_WAIT>c
351,B9FAA6,B9,Text_351_Animal_MilkBuyingGbutMoneyHv,Animal,Milk? I'm buying it for <CTRL_B5><CTRL_B2><CTRL_B2>Gbut is it OK? Yes No Money <CTRL_FFFC>hV<CTRL_B2>G<CHOICE_OR_WAIT>c
352,B9FB88,B9,Text_352_Animal_MilkBuyingGbutMoneyHw,Animal,Milk? I'm buying it for <$00B6><CTRL_B2><CTRL_B2>Gbut is it OK? Yes No Money <CTRL_FFFC>hW<CTRL_B2>G<CHOICE_OR_WAIT>c
353,B9FC6A,B9,Text_353_Shop_CornBuyingGButMoney,Sign,Corn? Well...I'm buying it for <CTRL_B4><$00B6><CTRL_B2>G but is it OK? Yes No Money <CTRL_FFFC>hX<CTRL_B2>G<CHOICE_OR_WAIT>c
354,B9FD5E,B9,Text_354_Shop_RipenedTomatoBuyingGBut,Sign,Yes:it's a well ripened tomato. I'm buying it for <CTRL_B4><CTRL_B2><CTRL_B2>G but is it OK? Yes No Money <CTRL_FFFC>hY<CTRL_B2>G<CHOICE_OR_WAIT>c
355,B9FE82,B9,Text_355_Shop_PotatoBuyingGButMoney,Sign,Potato? Well:I'm buying it for <CTRL_B3><$00B8><CTRL_B2>G but is it OK? Yes No Money <CTRL_FFFC>hZ<CTRL_B2>G<CHOICE_OR_WAIT>caaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
356,BA8000,BA,Text_356_Shop_TurnipGoodShapeBuyingG,Sign,Turnip? Good shape:isn't it? I'm buying it for <CTRL_B3><CTRL_B4><CTRL_B2>G but is it OK? Yes No Money <CTRL_FFFC>h'<CTRL_B2>G<CHOICE_OR_WAIT>c
357,BA8112,BA,Text_357_Animal_FreshEggBuyingGBut,Animal,"Isn't it a fresh egg? I'm buying it for <CTRL_B3><CTRL_B2><CTRL_B2>G but is itOK? Yes No Money <CTRL_FFFC>h,<CTRL_B2>G<CHOICE_OR_WAIT>c"
358,BA8218,BA,Text_358_Mountain_MushroomAboutGMoneyH,Sign,Mushroom. How about <CTRL_B4><CTRL_B2><CTRL_B2>G for it? Yes No Money <CTRL_FFFC>h.<CTRL_B2>G<CHOICE_OR_WAIT>c
359,BA82EE,BA,Text_359_Animal_PoisonousMushroomMedicineCompoundedAbout,Animal,It's a poisonous mushroom. It can be a medicine when it's compounded well. How about <CTRL_B5><CTRL_B2><CTRL_B2>G for it? Yes No Money <CTRL_FFFC>h?<CTRL_B2>G<CHOICE_OR_WAIT>c
35A,BA8446,BA,Text_35A_Dialog_GoodHerbAboutGMoney,Dialog,"Oh yes:it's a good herb. Well: how about <CTRL_B4><CTRL_B2><CTRL_B2>G for it? Yes No Money <CTRL_FFFC>h""<CTRL_B2>G<CHOICE_OR_WAIT>c"
35B,BA8546,BA,Text_35B_Mountain_AhBerryWildGrapeSmells,Sign,Ah: it's a berry of wild grape. Smells good. How about <CTRL_B4><CTRL_B2><CTRL_B2>G for it? Yes No Money <CTRL_FFFC>h!<CTRL_B2>G<CHOICE_OR_WAIT>c
35C,BA866A,BA,Text_35C_Dialog_BoyTropicalFruitAboutG,Dialog,Oh boy: it's a tropical fruit:isn't it? How about <CTRL_B5><CTRL_B2><CTRL_B2>G for it? Yes No Money <CTRL_FFFC>h:<CTRL_B2>G<CHOICE_OR_WAIT>c
35D,BA8782,BA,Text_35D_Shop_AhRareThingAberryFullmoon,Sign,"Ah:what a rare thing, It's aberry of Fullmoon Plant. I'm buying it for <$00B8><CTRL_B2><CTRL_B2>G but how about it? Yes No Money <CTRL_FFFC>h<$003B><CTRL_B2>G<CHOICE_OR_WAIT>c"
35E,BA88D2,BA,Text_35E_Shop_VeryFreshFishBuyingG,Sign,It's a very fresh fish. I'm buying it for <CTRL_B5><CTRL_B2><CTRL_B2>G but how about it? Yes No Money <CTRL_FFFC>h<$003C><CTRL_B2>G<CHOICE_OR_WAIT>c
35F,BA89E4,BA,Text_35F_Diary_Sleeping,Diary,Sleeping.
360,BA89F8,BA,Text_360_Animal_GoodLordGoldenEggNever,Animal,"Good Lord, This is a Golden Egg, I never expected to seeit with my own eyes... Alright:<$00B7><CTRL_B2><CTRL_B2><CTRL_B2>, No:<CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2><CTRL_B2>G for it, Will you please: please sell it to me? "
361,BA8B92,BA,Text_361_Festival_DarlingGoingFestival,Festival,Darling:aren't you going to the festival?
362,BA8BE6,BA,Text_362_Festival_GoodFestivalLikeChange,Festival,It's good to be at a festival like this for a change.
363,BA8C66,BA,Text_363_Festival_KnowBusyButLetsGo,Festival,I know you are busy but let's go to the festival.
364,BA8CD2,BA,Text_364_Dialog_TraditionHundredsYearsAgoSeem,Dialog,The tradition from hundreds years ago seem nice: I guess.
365,BA8D54,BA,Text_365_Romance_HaveHadTooMuchBeverage,Romance,Have you had too much beverage? .....I think I have had enough.
366,BA8DE6,BA,Text_366_Mountain_MushroomEatEatC,Sign,"Mushroom, Eat Don't eat<CHOICE_OR_WAIT>c"
367,BA8E4A,BA,Text_367_Dialog_LooksLittleDangerousEatEat,Dialog,It looks a little dangerous. Eat Don't eat<CHOICE_OR_WAIT>c
368,BA8EE8,BA,Text_368_Mountain_BerryWildGrapeEatEat,Sign,"It's the berry of wild grape, Eat Don't eat<CHOICE_OR_WAIT>c"
369,BA8F7E,BA,Text_369_Dialog_SomethingSmellsStrongEatEat,Dialog,....Something smells so strong Eat Don't eat<CHOICE_OR_WAIT>c
36A,BA9014,BA,Text_36A_Dialog_SmellsSweetNiceEatEat,Dialog,It smells sweet and nice. Eat Don't eat<CHOICE_OR_WAIT>c
36B,BA9098,BA,Text_36B_Dialog_CakeEatEatC,Dialog,Cake Eat Don't eat<CHOICE_OR_WAIT>c
36C,BA90F2,BA,Text_36C_Mountain_FishEatEatC,Sign,"Fish, Eat Don't eat<CHOICE_OR_WAIT>c"
36D,BA914E,BA,Text_36D_Mountain_GotBerryPowerTree,Sign,"I've got a berry of Power Tree,"
36E,BA9192,BA,Text_36E_Dialog_MainTapGasOff,Dialog,"The main tap of gas is off,"
36F,BA91CA,BA,Text_36F_Dialog_Burning,Dialog,It's burning.
370,BA91E6,BA,Text_370_Dialog_SniffSniffGoodSmell,Dialog,Sniff-sniff..good smell.
371,BA9218,BA,Text_371_Dialog_FlierWanttoReadC,Dialog,The flier is in. Do you wantto read it? Yes No<CHOICE_OR_WAIT>c
372,BA92AA,BA,Text_372_Sign_RecoveryStaminaSpaMountains,Sign,For recovery of stamina ...Spa in the mountains.
373,BA9314,BA,Text_373_Sign_VacationAutumnMushroomgatheringMountainsCovered,Sign,"Vacation in Autumn, Mushroomgathering in the mountains covered with autumn leaves The yum-yum at the mountain top, Fullmoon Plant,,"
374,BA941E,BA,Text_374_Animal_ThWinterMonthThanksgivingThanksgiving,Animal,"<CTRL_B3><CTRL_B2>th of Winter Month is Thanksgiving, For Thanksgiving: don't forget our ""Smiling Mark"" eggs and milks,"
375,BA9528,BA,Text_375_Festival_RdSpringMonthFlowerFestival,Festival,"<CTRL_B4><CTRL_B5>rd of Spring Month is the Flower Festival, Enjoy various fragrances."
376,BA95C0,BA,Text_376_Dialog_MyHomeMadePickledVegetables,Dialog,That's my home made pickled vegetables in salted rice bran.
377,BA963C,BA,Text_377_Mountain_EvesHomeMadeBerryjuice,Sign,That's Eve's home made berryjuice.
378,BA9682,BA,Text_378_Dialog_SuchRestlessGuy,Dialog,"You are such a restless guy,"
379,BA96BC,BA,Text_379_Romance_EverythingAllRight,Romance,"Everything is all right,"
37A,BA96EE,BA,Text_37A_Church_ComeChurchLeastOnceYear,Church,I come to the church at least once in a year.
37B,BA9752,BA,Text_37B_Town_LooksLikeArtificialFlower,Town,It looks like an artificial flower.
37C,BA979A,BA,Text_37C_Animal_LooksLikeOrnamentChickenBut,Animal,I looks like an ornament of a chicken but what is it? It interests me.
37D,BA982C,BA,Text_37D_Dialog_Looking,Dialog,What are you looking for?
37E,BA9860,BA,Text_37E_Dialog_AhPhotoMyWife,Dialog,Ah:that's a photo of my wife.
37F,BA98A4,BA,Text_37F_Dialog_TouchWithoutPermission,Dialog,"Hey:don't touch it without permission,"
380,BA98F4,BA,Text_380_Dialog_MyGrandchildsPiggybank,Dialog,That's my grandchild's piggybank.
381,BA9938,BA,Text_381_Romance_EveBroughtJuiceSayingDrink,Romance,"Eve brought that juice here:saying ""drink it with your grandfather."""
382,BA99C4,BA,Text_382_Dialog_WhatsWritten,Dialog,What's written in it?
383,BA99F0,BA,Text_383_Dialog_TooHeavyPickUpLooks,Dialog,It's too heavy to pick up...yes:looks pretty spooky.
384,BA9A5A,BA,Text_384_Animal_PrizeEggFestivalCharmProtect,Animal,It's a prize from the Egg Festival. It's a charm to protect from disasters: they say.
385,BA9B0E,BA,Text_385_Dialog_VeryOldOrgan,Dialog,It's a very old organ.
386,BA9B3C,BA,Text_386_Church_NowLetsPray,Church,Now:let's pray here.
387,BA9B66,BA,Text_387_Dialog_QualitySulfurSpringBenefitsRheumatism,Dialog,Quality: Sulfur spring Benefits: rheumatism recovery of stamina
388,BA9C00,BA,Text_388_Dialog_Nothing,Dialog,Nothing in there.
389,BA9C24,BA,Text_389_Dialog_ConfirmOriginFire,Dialog,"Confirm the origin of fire,"
38A,BA9C5C,BA,Text_38A_Church_CCzGamonthEbRests,Church,<CTRL_FFFC>c&<CTRL_FFFD>cz of <CTRL_FFFD>gAMonth: <CTRL_FFFD>eB rests here quietly. Let's pray her soul may restin peace today.
38B,BA9D1A,BA,Text_38B_Dialog_OldLadiesGetColdEasily,Dialog,Old ladies get cold easily so I keep the fireplace burning all the time.
38C,BA9DB6,BA,Text_38C_Sign_NoticeSlipperyDangerousRoadTemporarily,Sign,"""Notice"" Slippery and dangerous. This road is temporarily closed today."
38D,BA9E5A,BA,Text_38D_Dialog_NotThis,Dialog,"Not this,"
38E,BA9E6E,BA,Text_38E_Dialog_HeardSomething,Dialog,What? Heard something?
38F,BA9E9C,BA,Text_38F_Animal_WinnerYearsEggFestivalLivestock,Animal,"The winner of this year's Egg Festival is... the livestock dealer,"
390,BA9F38,BA,Text_390_Animal_BeepTimeUpNextEgg,Animal,"Beep, Time is up, Next egg."
391,BA9F70,BA,Text_391_Dialog_LateWedBetterGoHome,Dialog,It's late so we'd better go home now.
392,BA9FBC,BA,Text_392_Dialog_BetterGoHomeNow,Dialog,Better go home now.
393,BA9FE4,BA,Text_393_Sign_MountainTopMysteriousPlaceRecommend,Sign,The mountain top is a mysterious place. I recommend you plant a different seed over there when you get one.
394,BAA0DC,BA,Text_394_Animal_SaidHappyFlowerBloomsEat,Animal,It is said that a happy flower blooms when you eat aberry of Power Tree. It won't even die in winter.
395,BAA1B0,BA,Text_395_Dialog_WorkingHardKnowFoodLazy,Dialog,Are you working hard? You know: No food for lazy workers: right?
396,BAA240,BA,Text_396_Dialog_AhWorkingTooHardIsnot,Dialog,"Ah: you, Working too hard isnot good for your health: you know."
397,BAA2C4,BA,Text_397_Dialog_DayLikeTodayGoodTothink,Dialog,Day like today: it's good tothink of your life a little seriously. ...Oh no: I shouldn't do that...I've complained a little unconsciously but...well: that's what I do: anyway.
398,BAA438,BA,Text_398_Dialog_DieWithoutMoneyMoneyNecessary,Dialog,You won't die without money.Money is not necessary to live a full life.
399,BAA4CC,BA,Text_399_Weather_WeatherMakesMeFeelDepressed,Weather,This weather makes me feel depressed. It's boring...I want to sleep in winter.
39A,BAA56E,BA,Text_39A_Dialog_WarmUpBodyCatchCold,Dialog,Hey:warm up your body.. don't catch a cold.
39B,BAA5CE,BA,Text_39B_Dialog_ColdOutsideHaveFireplaceInthe,Dialog,It's cold outside:isn't it? I have a fireplace inthe back room so warm yourself.
39C,BAA676,BA,Text_39C_Sign_WinterMakeSomeFlowersDecorate,Sign,In winter:I make some flowers to decorate the shop. I want to make the shop look nice with them.
39D,BAA74C,BA,Text_39D_Weather_HardShovelSnowButitFeels,Weather,It's hard to shovel snow butit feels good to exercise inthe morning when it snows.
39E,BAA7F2,BA,Text_39E_Weather_LikeColdnessOfwinterButLike,Weather,I don't like the coldness ofwinter but I like the smell of snow. You can smell it before it starts snowing: can't you? It's like:yes it will be snowing tomorrow. I like that.
39F,BAA968,BA,Text_39F_Dialog_SayGiftWorkman,Dialog,They say it a gift from the workman.
3A0,BAA9B2,BA,Text_3A0_Animal_BusyWinterGatherMaterialsThen,Animal,You are not so busy in winter:are you? You should gather materials: then.
3A1,BAAA52,BA,Text_3A1_Dialog_Welcome,Dialog,Welcome.
3A2,BAAA64,BA,Text_3A2_Shipping_ShippingBoxPickUpEvening,Shipping,"""Shipping Box"" Pick up in the evening. Shippers"
3A3,BAAB0A,BA,Text_3A3_Animal_AhChickenFeather,Animal,"Ah, This is a chicken feather?,"
3A4,BAAB56,BA,Text_3A4_Dialog_SecretGardenEntryAllowed,Dialog,"""Secret Garden"" No entry allowed,"
3A5,BAABA0,BA,Text_3A5_Animal_EventsYearStSpringMonth,Animal,Events of the year <CTRL_B3>st of Spring Month New Year's Festival <CTRL_B4><CTRL_B5>rd of Spring Month Flower Festival <CTRL_B3><CTRL_B4>th of Autumn Month Harvest Festival <CTRL_B4><CTRL_B2>th of Autumn Month Egg Festi
3A6,BAAE0C,BA,Text_3A6_Dialog_Entry,Dialog,<$0042>
3A7,BAAE12,BA,Text_3A7_Dialog_Entry,Dialog,<$0042><$0042>
3A8,BAAE1A,BA,Text_3A8_Dialog_Entry,Dialog,<$0042><$0042><$0042>
3A9,BAAE24,BA,Text_3A9_Dialog_Entry,Dialog,<$0042><$0042><$0042><$0042>
3AA,BAAE30,BA,Text_3AA_Dialog_Entry,Dialog,<$0042><$0042><$0042><$0042><$0042>
3AB,BAAE3E,BA,Text_3AB_Dialog_Entry,Dialog,<$0042><$0042><$0042><$0042><$0042><$0042>
3AC,BAAE4E,BA,Text_3AC_Dialog_Entry,Dialog,<$0042><$0042><$0042><$0042><$0042><$0042><$0042>
3AD,BAAE60,BA,Text_3AD_Dialog_Entry,Dialog,<$0042><$0042><$0042><$0042><$0042><$0042><$0042><$0042>
3AE,BAAE74,BA,Text_3AE_Dialog_Entry,Dialog,<$0042><$0042><$0042><$0042><$0042><$0042><$0042><$0042><$0042>
3AF,BAAE8A,BA,Text_3AF_Dialog_Entry,Dialog,<$0042><$0042><$0042><$0042><$0042><$0042><$0042><$0042><$0042><$0042>
3B0,BAAEA2,BA,Text_3B0_Dialog_ThThank,Dialog,......Th-thank you.
3B1,BAAECA,BA,Text_3B1_Dialog_PickUpHerbsWithoutThinking,Dialog,Don't pick up herbs without thinking what they are for.
3B2,BAAF3A,BA,Text_3B2_Dialog_ThankLooksDelicious,Dialog,Thank you. It looks delicious.
3B3,BAAF88,BA,Text_3B3_Dialog_ThankNowBakeCake,Dialog,Thank you. Now I can bake a cake with it.
3B4,BAAFDC,BA,Text_3B4_Dialog_PlayingNastyTrickMe,Dialog,Are you playing a nasty trick on me?
3B5,BAB02E,BA,Text_3B5_Dialog_GladGivingMeNeatPresent,Dialog,So glad. Are you giving me this neat present? Thank you.
3B6,BAB0B4,BA,Text_3B6_Shop_TakeCareIfBuyLot,Sign,You can't take care of them if you buy a lot of them at a time. Drop by later again.
3B7,BAB15E,BA,Text_3B7_Animal_BeingCrowdedMakesLivestockStressed,Animal,Being crowded makes livestock stressed. That's enough for now:you know.
3B8,BAB200,BA,Text_3B8_Dialog_Want,Dialog,I don't want it.
3B9,BAB222,BA,Text_3B9_Dialog_Trouble,Dialog,I could be in trouble.
3BA,BAB250,BA,Text_3BA_Dialog_WhatIsThis,Dialog,What is this?
3BB,BAB26C,BA,Text_3BB_Dialog_TakeKindofStuff,Dialog,What? I can't take this kindof stuff.
3BC,BAB2B8,BA,Text_3BC_Dialog_GiveMe,Dialog,What? Do you give it to me?
3BD,BAB2F0,BA,Text_3BD_Shipping_PutThingsWantSellTable,Shipping,Put things you want to sell on the table.
3BE,BAB344,BA,Text_3BE_Weather_GettingColderWhenitRainsWinter,Weather,Hi. It's getting colder whenit rains. In winter:grass will freeze so you'd better weed them now.
3BF,BAB40A,BA,Text_3BF_Romance_AhMrEcWantMaria,Romance,Ah:Mr. <CTRL_FFFD>eC You want to....well....to Maria...anyway:good luck.
3C0,BAB4AC,BA,Text_3C0_Romance_MariaDoingLetMeKnow,Romance,Is Maria doing OK? Let me know if you are in trouble.
3C1,BAB52E,BA,Text_3C1_Romance_MariaOftenTalksaboutLately,Romance,Oh: Hello. Maria often talksabout you lately.
3C2,BAB58A,BA,Text_3C2_Animal_AfterAllGirlHappiestwhenSomeone,Animal,After all:a girl is happiestwhen she is with someone shelikes. Me? Of course:I'm happy.
3C3,BAB63A,BA,Text_3C3_Romance_MrComeOftenbutWantHave,Romance,Mr. ...: you come here oftenbut you don't want to have achat with me:do you? I see... maybe it's Ann?
3C4,BAB706,BA,Text_3C4_Romance_HowsAnnDoingWorkingAs,Romance,How's Ann doing? Is she working well as a good wife?I'm so very worried about her...
3C5,BAB7B8,BA,Text_3C5_Romance_NinaLikesSweetsSuchAs,Romance,Nina likes sweets:such as cakes and berries of Fullmoon Plant. I like that one.
3C6,BAB86A,BA,Text_3C6_Mountain_HoHoHoHowsNina,Sign,Ho-ho-ho:how's Nina doing? Doesn't she bother you by saying something selfish?
3C7,BAB90E,BA,Text_3C7_Romance_IfWantWifeChooseGirl,Romance,If you want a wife:choose a girl who likes children. Girls like that can have many children.
3C8,BAB9CE,BA,Text_3C8_Romance_LookLittleHeavierYoutEllen,Romance,What? You look a little heavier:don't yout? Ellen is just like me: she is not only a pretty girl but also can cook very well.
3C9,BABAE8,BA,Text_3C9_Romance_LotThingsHappenWhileAlive,Romance,Oh well:a lot of things happen while you are alive. You just couldn't go through your life if you gotmad at everything.
3CA,BABBE0,BA,Text_3CA_Dialog_CarryJokestoFar,Dialog,Hey you:you carry your jokesto far.
3CB,BABC28,BA,Text_3CB_Animal_ThinkPeopleWhoCheatWho,Animal,When I think of people who cheat and who are cheated: I suppose being cheated is kind of happier than cheating someone. I do think so.
3CC,BABD56,BA,Text_3CC_Romance_MostImportantThingLifeProbably,Romance,The most important thing in life is probably having someone you love beside you.
3CD,BABE00,BA,Text_3CD_Romance_HaveHeardBlueFeatherGrandma,Romance,Have you heard of Blue Feather? Grandma never tellsme what it is: saying kids don't need to know .
3CE,BABED4,BA,Text_3CE_Dialog_FemalePsychologyComplicated,Dialog,Female psychology is complicated.
3CF,BABF26,BA,Text_3CF_Manual_PrettyHardMoveCowsAs,Manual,It's pretty hard to move cows as you intend. Well:it takes time and guts to do it properly. I'm now the cowmaster. I want to show you my bell skills
3D0,BAC05A,BA,Text_3D0_Animal_DealingLivestocktodayBecomeSickOutside,Animal,I won't be dealing livestocktoday. They could become sick outside on a day like today. Some other time.
3D1,BAC130,BA,Text_3D1_Sign_SeeSunsetTopMountainFeel,Sign,When you see the sunset at the top of the mountain: don't you feel like it's saying something to you?
3D2,BAC204,BA,Text_3D2_Romance_EveKindGirlComesOften,Romance,Eve is a kind girl. She comes here often to be in mycompany. But she talks about nothing but you recently.
3D3,BAC2E2,BA,Text_3D3_Romance_HowsEveDoingSeeGood,Romance,How's Eve doing? Oh:I see. That's good. She easily becomes lonely.
3D4,BAC372,BA,Text_3D4_Town_SisterPinkScoldIfPicked,Town,Sister Pink would scold you if you picked too much flowers and plants.
3D5,BAC40A,BA,Text_3D5_Romance_BigHouseNecessaryIfWant,Romance,A big house is necessary if you want to get married.
3D6,BAC474,BA,Text_3D6_Dialog_GatherLogsWinterToo,Dialog,You can gather logs in winter too.
3D7,BAC4C4,BA,Text_3D7_Dialog_HowdyHaveJuicePartyHome,Dialog,"Howdy, Why don't you have a juice party at home sometimes?"
3D8,BAC54A,BA,Text_3D8_Animal_GotMarriedWorkHarderBad,Animal,You got married and work harder. It's not a bad thingbut she gets in a bad mood when you come home late.
3D9,BAC62A,BA,Text_3D9_Dialog_HappyMan,Dialog,"Hey:happy man,,"
3DA,BAC64A,BA,Text_3DA_Romance_MarriedCuteWifeHuhIf,Romance,You are married to a cute wife:huh? If you want kids: you have to move to a bigger house.
3DB,BAC702,BA,Text_3DB_Sign_HaveSeenRareBerrythatGrows,Sign,Have you seen the rare berrythat grows at the top of themountain?
3DC,BAC786,BA,Text_3DC_Animal_FestivalEndsSoyouMustGo,Animal,The festival ends at <CTRL_B5>:<CTRL_B2><CTRL_B2> soyou must go by then. The sky is colored red by the sun at <CTRL_B5>:<CTRL_B2><CTRL_B2>.
3DD,BAC84C,BA,Text_3DD_Romance_CustomersDifferentMonthlySomePeople,Romance,Our customers are different monthly. Some people have never been here.
3DE,BAC8DE,BA,Text_3DE_Romance_HowsEveDoingBusinessHas,Romance,Hi:how's Eve doing? Business has been down sincewe lost our drawing card.
3DF,BAC982,BA,Text_3DF_Town_AdultsCryBecauseNothingCry,Town,Why don't adults cry? Is it because there is nothing to cry about: or is it because people become stronger?
3E0,BACA62,BA,Text_3E0_Romance_BoringBecauseMariasGone,Romance,It's boring because Maria's gone.
