index_hex,bank,snes_addr,label,category,max_words,old_bytes,edited_words,edited_bytes,delta_words,delta_bytes,status,repoint_label,suggested_pointer_line,note
3AD,BA,BAAE4E,Text_3AC_Dialog_Entry,Dialog,9,18,,,,,UNCHANGED,,,
3AE,BA,BAAE60,Text_3AD_Dialog_Entry,Dialog,10,20,,,,,UNCHANGED,,,
3AF,BA,BAAE74,Text_3AE_Dialog_Entry,Dialog,11,22,,,,,UNCHANGED,,,
3B0,BA,BAAE8A,Text_3AF_Dialog_Entry,Dialog,12,24,,,,,UNCHANGED,,,
3B1,BA,BAAEA2,Text_3B0_Dialog_ThThank,Dialog,20,40,,,,,UNCHANGED,,,
3B2,BA,BAAECA,Text_3B1_Dialog_PickUpHerbsWithoutThinking,Dialog,56,112,,,,,UNCHANGED,,,
3B3,BA,BAAF3A,Text_3B2_Dialog_ThankLooksDelicious,Dialog,39,78,,,,,UNCHANGED,,,
3B4,BA,BAAF88,Text_3B3_Dialog_ThankNowBakeCake,Dialog,42,84,,,,,UNCHANGED,,,
3B5,BA,BAAFDC,Text_3B4_Dialog_PlayingNastyTrickMe,Dialog,41,82,,,,,UNCHANGED,,,
3B6,BA,BAB02E,Text_3B5_Dialog_GladGivingMeNeatPresent,Dialog,67,134,,,,,UNCHANGED,,,
3B7,BA,BAB0B4,Text_3B6_Shop_TakeCareIfBuyLot,Shop,85,170,,,,,UNCHANGED,,,
3B8,BA,BAB15E,Text_3B7_Animal_BeingCrowdedMakesLivestockStressed,Animal,81,162,,,,,UNCHANGED,,,
3B9,BA,BAB200,Text_3B8_Dialog_Want,Dialog,17,34,,,,,UNCHANGED,,,
3BA,BA,BAB222,Text_3B9_Dialog_Trouble,Dialog,23,46,,,,,UNCHANGED,,,
3BB,BA,BAB250,Text_3BA_Dialog_WhatIsThis,Dialog,14,28,,,,,UNCHANGED,,,
3BC,BA,BAB26C,Text_3BB_Dialog_TakeKindofStuff,Dialog,38,76,,,,,UNCHANGED,,,
3BD,BA,BAB2B8,Text_3BC_Dialog_GiveMe,Dialog,28,56,,,,,UNCHANGED,,,
3BE,BA,BAB2F0,Text_3BD_Shipping_PutThingsWantSellTable,Shipping,42,84,,,,,UNCHANGED,,,
3BF,BA,BAB344,Text_3BE_Weather_GettingColderWhenitRainsWinter,Weather,99,198,,,,,UNCHANGED,,,
3C0,BA,BAB40A,Text_3BF_Romance_AhMrEcWantMaria,Romance,81,162,,,,,UNCHANGED,,,
3C1,BA,BAB4AC,Text_3C0_Romance_MariaDoingLetMeKnow,Romance,65,130,,,,,UNCHANGED,,,
3C2,BA,BAB52E,Text_3C1_Romance_MariaOftenTalksaboutLately,Romance,46,92,,,,,UNCHANGED,,,
3C3,BA,BAB58A,Text_3C2_Animal_AfterAllGirlHappiestwhenSomeone,Animal,88,176,,,,,UNCHANGED,,,
3C4,BA,BAB63A,Text_3C3_Romance_MrComeOftenbutWantHave,Romance,102,204,,,,,UNCHANGED,,,
3C5,BA,BAB706,Text_3C4_Romance_HowsAnnDoingWorkingAs,Romance,89,178,,,,,UNCHANGED,,,
3C6,BA,BAB7B8,Text_3C5_Romance_NinaLikesSweetsSuchAs,Romance,89,178,,,,,UNCHANGED,,,
3C7,BA,BAB86A,Text_3C6_Mountain_HoHoHoHowsNina,Mountain,82,164,,,,,UNCHANGED,,,
3C8,BA,BAB90E,Text_3C7_Romance_IfWantWifeChooseGirl,Romance,96,192,,,,,UNCHANGED,,,
3C9,BA,BAB9CE,Text_3C8_Romance_LookLittleHeavierYoutEllen,Romance,141,282,,,,,UNCHANGED,,,
3CA,BA,BABAE8,Text_3C9_Romance_LotThingsHappenWhileAlive,Romance,124,248,,,,,UNCHANGED,,,
3CB,BA,BABBE0,Text_3CA_Dialog_CarryJokestoFar,Dialog,36,72,,,,,UNCHANGED,,,
3CC,BA,BABC28,Text_3CB_Animal_ThinkPeopleWhoCheatWho,Animal,151,302,,,,,UNCHANGED,,,
3CD,BA,BABD56,Text_3CC_Romance_MostImportantThingLifeProbably,Romance,85,170,,,,,UNCHANGED,,,
3CE,BA,BABE00,Text_3CD_Romance_HaveHeardBlueFeatherGrandma,Romance,106,212,,,,,UNCHANGED,,,
3CF,BA,BABED4,Text_3CE_Dialog_FemalePsychologyComplicated,Dialog,41,82,,,,,UNCHANGED,,,
3D0,BA,BABF26,Text_3CF_Manual_PrettyHardMoveCowsAs,Manual,154,308,,,,,UNCHANGED,,,
3D1,BA,BAC05A,Text_3D0_Animal_DealingLivestocktodayBecomeSickOutside,Animal,107,214,,,,,UNCHANGED,,,
3D2,BA,BAC130,Text_3D1_Sign_SeeSunsetTopMountainFeel,Sign,106,212,,,,,UNCHANGED,,,
3D3,BA,BAC204,Text_3D2_Romance_EveKindGirlComesOften,Romance,111,222,,,,,UNCHANGED,,,
3D4,BA,BAC2E2,Text_3D3_Romance_HowsEveDoingSeeGood,Romance,72,144,,,,,UNCHANGED,,,
3D5,BA,BAC372,Text_3D4_Town_SisterPinkScoldIfPicked,Town,76,152,,,,,UNCHANGED,,,
3D6,BA,BAC40A,Text_3D5_Romance_BigHouseNecessaryIfWant,Romance,53,106,,,,,UNCHANGED,,,
3D7,BA,BAC474,Text_3D6_Dialog_GatherLogsWinterToo,Dialog,40,80,,,,,UNCHANGED,,,
3D8,BA,BAC4C4,Text_3D7_Dialog_HowdyHaveJuicePartyHome,Dialog,67,134,,,,,UNCHANGED,,,
3D9,BA,BAC54A,Text_3D8_Animal_GotMarriedWorkHarderBad,Animal,112,224,,,,,UNCHANGED,,,
3DA,BA,BAC62A,Text_3D9_Dialog_HappyMan,Dialog,16,32,,,,,UNCHANGED,,,
3DB,BA,BAC64A,Text_3DA_Romance_MarriedCuteWifeHuhIf,Romance,92,184,,,,,UNCHANGED,,,
3DC,BA,BAC702,Text_3DB_Sign_HaveSeenRareBerrythatGrows,Sign,66,132,,,,,UNCHANGED,,,
3DD,BA,BAC786,Text_3DC_Animal_FestivalEndsSoyouMustGo,Animal,99,198,,,,,UNCHANGED,,,
3DE,BA,BAC84C,Text_3DD_Romance_CustomersDifferentMonthlySomePeople,Romance,73,146,,,,,UNCHANGED,,,
3DF,BA,BAC8DE,Text_3DE_Romance_HowsEveDoingBusinessHas,Romance,82,164,,,,,UNCHANGED,,,
3E0,BA,BAC982,Text_3DF_Town_AdultsCryBecauseNothingCry,Town,112,224,,,,,UNCHANGED,,,
3E1,BA,BACA62,Text_3E0_Romance_BoringBecauseMariasGone,Romance,34,68,,,,,UNCHANGED,,,
3E2,BA,BACAA6,Text_3E1_Romance_HardestThingControlisLoveBetween,Romance,63,126,,,,,UNCHANGED,,,
3E3,BA,BACB24,Text_3E2_Dialog_MarriageWonderfulBravelyAskMarry,Dialog,66,132,,,,,UNCHANGED,,,
3E4,BA,BACBA8,Text_3E3_Dialog_YoudBetterGoHomeYourwife,Dialog,34,68,,,,,UNCHANGED,,,
3E5,BA,BACBEC,Text_3E4_Dialog_MakeWifeCryGoHome,Dialog,45,90,,,,,UNCHANGED,,,
3E6,BA,BACC46,Text_3E5_Romance_TellOnlyDadSecretlyWhich,Romance,156,312,,,,,UNCHANGED,,,
3E7,BA,BACD7E,Text_3E6_Church_AhaMariaShesChurchSaturdays,Church,133,266,,,,,UNCHANGED,,,
3E8,BA,BACE88,Text_3E7_Festival_AnnGoesAloneSpaStar,Festival,144,288,,,,,UNCHANGED,,,
3E9,BA,BACFA8,Text_3E8_Sign_NinaGoesPickingHerbsSaturdays,Sign,126,252,,,,,UNCHANGED,,,
3EA,BA,BAD0A4,Text_3E9_Dialog_FaceBecomingBetterLooking,Dialog,44,88,,,,,UNCHANGED,,,
3EB,BA,BAD0FC,Text_3EA_Dialog_YoudBetterListenOldPreacher,Dialog,42,84,,,,,UNCHANGED,,,
3EC,BA,BAD150,Text_3EB_Dialog_ChildrenRelyMeasProblem,Dialog,48,96,,,,,UNCHANGED,,,
3ED,BA,BAD1B0,Text_3EC_Dialog_YearComingClose,Dialog,35,70,,,,,UNCHANGED,,,
3EE,BA,BAD1F6,Text_3ED_Dialog_HappyLiveHealthWholeYear,Dialog,52,104,,,,,UNCHANGED,,,
3EF,BA,BAD25E,Text_3EE_Dialog_PickTargetFornextYear,Dialog,39,78,,,,,UNCHANGED,,,
3F0,BA,BAD2AC,Text_3EF_Manual_SpringFinallyReturningSellSeeds,Manual,76,152,,,,,UNCHANGED,,,
3F1,BA,BAD344,Text_3F0_Dialog_SpringNewYearAreaSt,Dialog,72,144,,,,,UNCHANGED,,,
3F2,BA,BAD3D4,Text_3F1_Dialog_HopeGoodYearBothUs,Dialog,49,98,,,,,UNCHANGED,,,
3F3,BA,BAD436,Text_3F2_Animal_PrizeEggFestivalDifferentEvery,Animal,96,192,,,,,UNCHANGED,,,
3F4,BA,BAD4F6,Text_3F3_Animal_EggFestivalHeldPublicSquare,Animal,66,132,,,,,UNCHANGED,,,
3F5,BA,BAD57A,Text_3F4_Animal_WinAgainEggFestivalTomorrow,Animal,47,94,,,,,UNCHANGED,,,
3F6,BA,BAD5D8,Text_3F5_Romance_MyAnnualEventBeginningYear,Romance,82,164,,,,,UNCHANGED,,,
3F7,BA,BAD67C,Text_3F6_Dialog_WasGoodYearTryBest,Dialog,66,132,,,,,UNCHANGED,,,
3F8,BA,BAD700,Text_3F7_Mountain_FishermanBackSoonWarmPlace,Mountain,57,114,,,,,UNCHANGED,,,
3F9,BA,BAD772,Text_3F8_Romance_YearClosingSoonWishBecome,Romance,105,210,,,,,UNCHANGED,,,
3FA,BA,BAD844,Text_3F9_Romance_YearEndingDevelopCompleteGreat,Romance,81,162,,,,,UNCHANGED,,,
3FB,BA,BAD8E6,Text_3FA_Weather_SmellDirtGettingStrongerAs,Weather,79,158,,,,,UNCHANGED,,,
3FC,BA,BAD984,Text_3FB_Weather_SnowGaveUsHardTime,Weather,55,110,,,,,UNCHANGED,,,
3FD,BA,BAD9F2,Text_3FC_Dialog_NowTonightLastNightYear,Dialog,78,156,,,,,UNCHANGED,,,
3FE,BA,BADA8E,Text_3FD_Weather_LastJuiceDrinkSeeingSnow,Weather,108,216,,,,,UNCHANGED,,,
3FF,BA,BADB66,Text_3FE_Sign_BetterGoHomeRestNow,Sign,95,190,,,,,UNCHANGED,,,
400,BA,BADC24,Text_3FF_Romance_ThankVeryMuchEverythingYear,Romance,82,164,,,,,UNCHANGED,,,
401,BA,BADCC8,Text_400_Dialog_AhMrEdFieldAndmeadow,Dialog,45,90,,,,,UNCHANGED,,,
402,BA,BADD22,Text_401_Dialog_ImportantHumanOvercomeDifficulties,Dialog,54,108,,,,,UNCHANGED,,,
403,BA,BADD8E,Text_402_Dialog_SuchHardTimeHadBut,Dialog,61,122,,,,,UNCHANGED,,,
404,BA,BADE08,Text_403_Dialog_VitalityImportantMenWorkOutside,Dialog,49,98,,,,,UNCHANGED,,,
405,BA,BADE6A,Text_404_Sign_ShopOpenCome,Sign,41,82,,,,,UNCHANGED,,,
406,BA,BADEBC,Text_405_Church_EverybodyComeChurchPrayTomorrow,Church,53,106,,,,,UNCHANGED,,,
407,BA,BADF26,Text_406_Sign_FirstFortuneTellingMountainTop,Sign,70,140,,,,,UNCHANGED,,,
408,BA,BADFB2,Text_407_Animal_WinterGoodTimeFriendsLivestock,Animal,77,154,,,,,UNCHANGED,,,
409,BA,BAE04C,Text_408_Sign_TheresLotThingEatMountains,Sign,111,222,,,,,UNCHANGED,,,
40A,BA,BAE12A,Text_409_Sign_NeedLotsWoodWinterChop,Sign,75,150,,,,,UNCHANGED,,,
40B,BA,BAE1C0,Text_40A_Animal_UmmGetOutCloseyouEyes,Animal,96,192,,,,,UNCHANGED,,,
40C,BA,BAE280,Text_40B_Town_ManyPeopleComeWonder,Town,42,84,,,,,UNCHANGED,,,
40D,BA,BAE2D4,Text_40C_Dialog_VeryLittleLightAboveReaches,Dialog,99,198,,,,,UNCHANGED,,,
40E,BA,BAE39A,Text_40D_Romance_NinasDreamLiveSurroundedFlowers,Romance,51,102,,,,,UNCHANGED,,,
40F,BA,BAE400,Text_40E_Romance_FlowersLoveThemallLikeWeeds,Romance,91,182,,,,,UNCHANGED,,,
410,BA,BAE4B6,Text_40F_Church_LoveChurchBecauseSeemsWash,Church,51,102,,,,,UNCHANGED,,,
411,BA,BAE51C,Text_410_Dialog_BestWork,Dialog,27,54,,,,,UNCHANGED,,,
412,BA,BAE552,Text_411_Dialog_AllRightFeelEaseKnowing,Dialog,114,228,,,,,UNCHANGED,,,
413,BA,BAE636,Text_412_Dialog_SurpriseUsSayingSomethingDecent,Dialog,64,128,,,,,UNCHANGED,,,
414,BA,BAE6B6,Text_413_Dialog_WasTerrifiedWasMyFirst,Dialog,46,92,,,,,UNCHANGED,,,
415,BA,BAE712,Text_414_Dialog_SeeRockUpCollapsed,Dialog,45,90,,,,,UNCHANGED,,,
416,BA,BAE76C,Text_415_Sign_HeardMysteriousSpringMountainRemember,Sign,105,210,,,,,UNCHANGED,,,
417,BA,BAE83E,Text_416_Dialog_LikeWinterBecauseFeelsKind,Dialog,53,106,,,,,UNCHANGED,,,
418,BA,BAE8A8,Text_417_Weather_BecauseHurricaneTheresLeakRoof,Weather,80,160,,,,,UNCHANGED,,,
419,BA,BAE948,Text_418_Animal_UumWantEgg,Animal,19,38,,,,,UNCHANGED,,,
41A,BA,BAE96E,Text_419_Dialog_SobAskAnyMoreIdiot,Dialog,45,90,,,,,UNCHANGED,,,
41B,BA,BAE9C8,Text_41A_Diary_ThankMoneySavedBye,Diary,48,96,,,,,UNCHANGED,,,
41C,BA,BAEA28,Text_41B_Animal_WantEggWantOneEgg,Animal,48,96,,,,,UNCHANGED,,,
41D,BA,BAEA88,Text_41C_Dialog_Stable,Dialog,9,18,,,,,UNCHANGED,,,
41E,BA,BAEA9A,Text_41D_Dialog_CelebrationEesBirthdayYearNow,Dialog,80,160,,,,,UNCHANGED,,,
41F,BA,BAEB3A,Text_41E_Dialog_WowCakeEfsBirthday,Dialog,52,104,,,,,UNCHANGED,,,
420,BA,BAEBA2,Text_41F_Dialog_WarmEnoughNowAniceDay,Dialog,38,76,,,,,UNCHANGED,,,
421,BA,BAEBEE,Text_420_Weather_VariousDisastersHappeninSummerBetter,Weather,94,188,,,,,UNCHANGED,,,
422,BA,BAECAA,Text_421_Dialog_AutumnSkyHigh,Dialog,34,68,,,,,UNCHANGED,,,
423,BA,BAECEE,Text_422_Dialog_HopeAbleCookBetterStep,Dialog,81,162,,,,,UNCHANGED,,,
424,BA,BAED90,Text_423_Weather_WishHadHadTrainedLittle,Weather,49,98,,,,,UNCHANGED,,,
425,BA,BAEDF2,Text_424_Manual_SpringSpringLetsPlantSeeds,Manual,47,94,,,,,UNCHANGED,,,
426,BA,BAEE50,Text_425_Dialog_MorningNiceBrightToday,Dialog,42,84,,,,,UNCHANGED,,,
427,BA,BAEEA4,Text_426_Animal_HearWildDogsSometimesCome,Animal,89,178,,,,,UNCHANGED,,,
428,BA,BAEF56,Text_427_Weather_RainsHavePutEgInside,Weather,54,108,,,,,UNCHANGED,,,
429,BA,BAEFC2,Text_428_Dialog_DarlingTakeEhEiWalk,Dialog,76,152,,,,,UNCHANGED,,,
42A,BA,BAF05A,Text_429_Dialog_WantRideEj,Dialog,23,46,,,,,UNCHANGED,,,
42B,BA,BAF088,Text_42A_Mountain_AhThingsLikeTemparaturePlace,Mountain,89,178,,,,,UNCHANGED,,,
42C,BA,BAF13A,Text_42B_Animal_OneWildGrapeJuiceBayberry,Animal,160,320,,,,,UNCHANGED,,,
42D,BA,BAF27A,Text_42C_Dialog_OneMadeSpringDrinkSoon,Dialog,62,124,,,,,UNCHANGED,,,
42E,BA,BAF2F6,Text_42D_Dialog_PlayMachinesTimeBeingGoing,Dialog,83,166,,,,,UNCHANGED,,,
42F,BA,BAF39C,Text_42E_Weather_SnowsLotThoseFencesOften,Weather,53,106,,,,,UNCHANGED,,,
430,BA,BAF406,Text_42F_Dialog_HopeSpringComeSoon,Dialog,34,68,,,,,UNCHANGED,,,
431,BA,BAF44A,Text_430_Town_BusyWorkingIwantGatherPeople,Town,73,146,,,,,UNCHANGED,,,
432,BA,BAF4DC,Text_431_Sign_SaySoundBurningWoodSmell,Sign,94,188,,,,,UNCHANGED,,,
433,BA,BAF598,Text_432_Dialog_AllGrassGroundGoneLooks,Dialog,56,112,,,,,UNCHANGED,,,
434,BA,BAF608,Text_433_Church_HitMyMindButAs,Church,222,444,,,,,UNCHANGED,,,
435,BA,BAF7C4,Text_434_Animal_ThoseStarsStillShinewhenBecome,Animal,55,110,,,,,UNCHANGED,,,
436,BA,BAF832,Text_435_Romance_GoodEveningIfIfInterested,Romance,90,180,,,,,UNCHANGED,,,
437,BA,BAF8E6,Text_436_Romance_MayEverybodyHappyMayFine,Romance,132,264,,,,,UNCHANGED,,,
438,BA,BAF9EE,Text_437_Dialog_GladNowLetsHaveToast,Dialog,120,240,,,,,UNCHANGED,,,
439,BA,BAFADE,Text_438_Dialog_HoneyahLateHavingWonderfulTime,Dialog,79,158,,,,,UNCHANGED,,,
43A,BA,BAFB7C,Text_439_Romance_HeyiLookForwardShootingStar,Romance,118,236,,,,,UNCHANGED,,,
43B,BA,BAFC68,Text_43A_Dialog_NextYearYearAfterMay,Dialog,94,188,,,,,UNCHANGED,,,
43C,BA,BAFD24,Text_43B_Dialog_SayOftenSeesomeoneLateNight,Dialog,185,370,,,,,UNCHANGED,,,
43D,BA,BAFE96,Text_43C_Dialog_HmmmFeelsGoodBestSpot,Dialog,56,112,,,,,UNCHANGED,,,
43E,BA,BAFF06,Text_43D_Weather_ThankButAnsweryouRightNow,Weather,125,250,,,,,UNCHANGED,,,
43F,BB,BB8000,Text_43E_Weather_SoundsGoodButNowiSunny,Weather,149,298,,,,,UNCHANGED,,,
440,BB,BB812A,Text_43F_Weather_UummmAnswerNowIfSunny,Weather,155,310,,,,,UNCHANGED,,,
441,BB,BB8260,Text_440_Weather_AhSorryButAnswerYouright,Weather,166,332,,,,,UNCHANGED,,,
442,BB,BB83AC,Text_441_Weather_HuhGotTalkMyGrandpa,Weather,206,412,,,,,UNCHANGED,,,
443,BB,BB8548,Text_442_Dialog_MooS,Dialog,20,40,,,,,UNCHANGED,,,
444,BB,BB8570,Text_443_Dialog_MadeOverallCute,Dialog,43,86,,,,,UNCHANGED,,,
445,BB,BB85C6,Text_444_Dialog_MoneyHG,Dialog,13,26,,,,,UNCHANGED,,,
446,BB,BB85E0,Text_445_Animal_CowCChickenC,Animal,42,84,,,,,UNCHANGED,,,
447,BB,BB8634,Text_446_Dialog_StaminaD,Dialog,13,26,,,,,UNCHANGED,,,
448,BB,BB864E,Text_447_Animal_CowsBestAffectionRateEk,Animal,37,74,,,,,UNCHANGED,,,
449,BB,BB8698,Text_448_Romance_MariasLoveD,Romance,18,36,,,,,UNCHANGED,,,
44A,BB,BB86BC,Text_449_Romance_AnnsLoveD,Romance,18,36,,,,,UNCHANGED,,,
44B,BB,BB86E0,Text_44A_Romance_NinasLoveD,Romance,18,36,,,,,UNCHANGED,,,
44C,BB,BB8704,Text_44B_Romance_EllensLoveD,Romance,18,36,,,,,UNCHANGED,,,
44D,BB,BB8728,Text_44C_Romance_EvesLoveD,Romance,18,36,,,,,UNCHANGED,,,
44E,BB,BB874C,Text_44D_Shipping_AmountShippedTomatoesD,Shipping,33,66,,,,,UNCHANGED,,,
44F,BB,BB878E,Text_44E_Shipping_AmountShippedCornD,Shipping,33,66,,,,,UNCHANGED,,,
450,BB,BB87D0,Text_44F_Shipping_AmountShippedPotatoesD,Shipping,33,66,,,,,UNCHANGED,,,
451,BB,BB8812,Text_450_Shipping_AmountShippedTurnipsD,Shipping,33,66,,,,,UNCHANGED,,,
452,BB,BB8854,Text_451_Sign_WoodHouse,Sign,12,24,,,,,UNCHANGED,,,
453,BB,BB886C,Text_452_Sign_SuperWoodHouse,Sign,18,36,,,,,UNCHANGED,,,
454,BB,BB8890,Text_453_Sign_SuperDeluxeGreatWoodHouse,Sign,40,80,,,,,UNCHANGED,,,
455,BB,BB88E0,Text_454_Dialog_HappinessRateD,Dialog,20,40,,,,,UNCHANGED,,,
456,BB,BB8908,Text_455_Dialog_FloristsCropsNoteTomatoCorn,Dialog,87,174,,,,,UNCHANGED,,,
457,BB,BB89B6,Text_456_Manual_TomatoCornSeedsMustPlanted,Manual,288,576,,,,,UNCHANGED,,,
458,BB,BB8BF6,Text_457_Manual_TurnipPotatoSeedsMustbePlanted,Manual,237,474,,,,,UNCHANGED,,,
459,BB,BB8DD0,Text_458_Manual_GrassSeedsMustPlantedSpring,Manual,159,318,,,,,UNCHANGED,,,
45A,BB,BB8F0E,Text_459_Animal_LivestockNoteCowChickenMilk,Animal,82,164,,,,,UNCHANGED,,,
45B,BB,BB8FB2,Text_45A_Weather_CowsSaleYoungOnesMilk,Weather,359,718,,,,,UNCHANGED,,,
45C,BB,BB9280,Text_45B_Manual_EquipMilkerPointYButton,Manual,234,468,,,,,UNCHANGED,,,
45D,BB,BB9454,Text_45C_Weather_CowsEatGrownGrassGrass,Weather,179,358,,,,,UNCHANGED,,,
45E,BB,BB95BA,Text_45D_Weather_ChickensLayOneEggDay,Weather,233,466,,,,,UNCHANGED,,,
45F,BB,BB978C,Text_45E_Animal_EggsBecomeChicksDayswhenIncubate,Animal,211,422,,,,,UNCHANGED,,,
460,BB,BB9932,Text_45F_Diary_LessonsLovePresentConversationFestival,Diary,85,170,,,,,UNCHANGED,,,
461,BB,BB99DC,Text_460_Romance_MostPortableThingsPresentsEvery,Romance,145,290,,,,,UNCHANGED,,,
462,BB,BB9AFE,Text_461_Romance_ImportantTalkGirlLoveAs,Romance,66,132,,,,,UNCHANGED,,,
463,BB,BB9B82,Text_462_Festival_FestivalsBestOpportunityGirlsSometimes,Festival,216,432,,,,,UNCHANGED,,,
464,BB,BB9D32,Text_463_Diary_GirlsImpressionYoucanFoundDiary,Diary,136,272,,,,,UNCHANGED,,,
465,BB,BB9E42,Text_464_Animal_ItemMarriageProposalBlueFeather,Animal,177,354,,,,,UNCHANGED,,,
466,BB,BB9FA4,Text_465_Animal_SeeEllenShesBehindPen,Animal,202,404,,,,,UNCHANGED,,,
467,BB,BBA138,Text_466_Sign_EveHmmGoBarAsmany,Sign,196,392,,,,,UNCHANGED,,,
468,BB,BBA2C0,Text_467_Romance_SweetheartStayHappyForever,Romance,37,74,,,,,UNCHANGED,,,
469,BB,BBA30A,Text_468_Dialog_DarlingLikeBabyAbout,Dialog,51,102,,,,,UNCHANGED,,,
46A,BB,BBA370,Text_469_Dialog_HoneyWorkTooHardWant,Dialog,65,130,,,,,UNCHANGED,,,
46B,BB,BBA3F2,Text_46A_Dialog_JlCCmGnMoney,Dialog,34,68,,,,,UNCHANGED,,,
46C,BB,BBA436,Text_46B_Dialog_JoCCpGqOclock,Dialog,111,222,,,,,UNCHANGED,,,
46D,BB,BBA514,Text_46C_Dialog_JrCCsGtOclock,Dialog,62,124,,,,,UNCHANGED,,,
46E,BB,BBA590,Text_46D_Dialog_JuCCvGwOclock,Dialog,62,124,,,,,UNCHANGED,,,
46F,BB,BBA60C,Text_46E_Dialog_JxCCyGzOclock,Dialog,62,124,,,,,UNCHANGED,,,
470,BB,BBA688,Text_46F_Dialog_JCCGOclock,Dialog,62,124,,,,,UNCHANGED,,,
471,BB,BBA704,Text_470_Dialog_JCCGOclock,Dialog,75,150,,,,,UNCHANGED,,,
472,BB,BBA79A,Text_471_Dialog_JCCGOclock,Dialog,76,152,,,,,UNCHANGED,,,
473,BB,BBA832,Text_472_Dialog_JCCGOclock,Dialog,62,124,,,,,UNCHANGED,,,
474,BB,BBA8AE,Text_473_Dialog_JCCGOclock,Dialog,62,124,,,,,UNCHANGED,,,
475,BB,BBA92A,Text_474_Shipping_JCCGOclock,Shipping,90,180,,,,,UNCHANGED,,,
476,BB,BBA9DE,Text_475_Shipping_JCCGOclock,Shipping,84,168,,,,,UNCHANGED,,,
477,BB,BBAA86,Text_476_Dialog_JCCGOclock,Dialog,74,148,,,,,UNCHANGED,,,
478,BB,BBAB1A,Text_477_Dialog_JCCGOclock,Dialog,116,232,,,,,UNCHANGED,,,
479,BB,BBAC02,Text_478_Dialog_JCCGOclock,Dialog,117,234,,,,,UNCHANGED,,,
47A,BB,BBACEC,Text_479_Animal_MrGotNoticeFatherThismorning,Animal,202,404,,,,,UNCHANGED,,,
47B,BB,BBAE80,Text_47A_Dialog_ParentsComingTomorrowLastSurprised,Dialog,98,196,,,,,UNCHANGED,,,
47C,BB,BBAF44,Text_47B_Weather_StillNeedTrainedMore,Weather,53,106,,,,,UNCHANGED,,,
47D,BB,BBAFAE,Text_47C_Weather_KindDisappointingWeatherGoodonSunday,Weather,67,134,,,,,UNCHANGED,,,
47E,BB,BBB034,Text_47D_Sign_HoneyShopClosedBecauseSaturday,Sign,57,114,,,,,UNCHANGED,,,
47F,BB,BBB0A6,Text_47E_Manual_EquipAxeUseFrontSpring,Manual,84,168,,,,,UNCHANGED,,,
480,BB,BBB14E,Text_47F_Sign_DoingMakingGreatThingNow,Sign,125,250,,,,,UNCHANGED,,,
481,BB,BBB248,Text_480_Dialog_DarlingHoldChildSometimes,Dialog,45,90,,,,,UNCHANGED,,,
482,BB,BBB2A2,Text_481_Dialog_LookCrawlingNow,Dialog,26,52,,,,,UNCHANGED,,,
483,BB,BBB2D6,Text_482_Dialog_ChildGrowsPrettyQuicklyLittle,Dialog,87,174,,,,,UNCHANGED,,,
484,BB,BBB384,Text_483_Dialog_RanchMasterRateDStill,Dialog,53,106,,,,,UNCHANGED,,,
485,BB,BBB3EE,Text_484_Dialog_VeryActiveHavePutEye,Dialog,62,124,,,,,UNCHANGED,,,
486,BB,BBB46A,Text_485_Dialog_DarlingTakeCareYourself,Dialog,38,76,,,,,UNCHANGED,,,
487,BB,BBB4B6,Text_486_Dialog_HeardAwfulSoundMorningAll,Dialog,119,238,,,,,UNCHANGED,,,
488,BB,BBB5A4,Text_487_Shipping_SaidWereSupposedSellWerent,Shipping,78,156,,,,,UNCHANGED,,,
489,BB,BBB640,Text_488_Dialog_RanchMasterRateDTry,Dialog,41,82,,,,,UNCHANGED,,,
48A,BB,BBB692,Text_489_Dialog_RanchMasterRateDCome,Dialog,55,110,,,,,UNCHANGED,,,
48B,BB,BBB700,Text_48A_Dialog_RanchMasterRateDGreat,Dialog,71,142,,,,,UNCHANGED,,,
48C,BB,BBB78E,Text_48B_Dialog_RanchMasterRateDCongratulations,Dialog,82,164,,,,,UNCHANGED,,,
48D,BB,BBB832,Text_48C_Romance_RanchDevelopingRateD,Romance,28,56,,,,,UNCHANGED,,,
48E,BB,BBB86A,Text_48D_Dialog_PChanDoingWonderIf,Dialog,55,110,,,,,UNCHANGED,,,
48F,BB,BBB8D8,Text_48E_Dialog_MoneyOnlyThingLifeLook,Dialog,64,128,,,,,UNCHANGED,,,
490,BB,BBB958,Text_48F_Animal_StrangeLookingOrnamentofChickenLooks,Animal,83,166,,,,,UNCHANGED,,,
491,BB,BBB9FE,Text_490_Town_BeautifulFlower,Town,25,50,,,,,UNCHANGED,,,
492,BB,BBBA30,Text_491_Dialog_EatLotTodayMeanAnything,Dialog,66,132,,,,,UNCHANGED,,,
493,BB,BBBAB4,Text_492_Romance_HasNinaMadeSomethingLikea,Romance,72,144,,,,,UNCHANGED,,,
494,BB,BBBB44,Text_493_Dialog_DarlingForgetPaintDoor,Dialog,47,94,,,,,UNCHANGED,,,
495,BB,BBBBA2,Text_494_Romance_MariaSeemsDoingBroughtMe,Romance,81,162,,,,,UNCHANGED,,,
496,BB,BBBC44,Text_495_Dialog_GettingAlongWifeArgue,Dialog,60,120,,,,,UNCHANGED,,,
